game_id,season,week,gameday,away_team,home_team,home_score,away_score,result,home_win_actual,incumbent_home_win_prob,base_incumbent_prob,predicted_winner,confidence_bucket,model_version,model_date,training_seasons,feature_set,calibration_method,model_holdout_ll,elo_k,elo_hfa,elo_reg,elo_decay,elo_qb_bonus,overlay_gamma,overlay_cap,overlay_gate_active,home_qb_adj,away_qb_adj,caution_qb_change,caution_neutral,caution_early_season,caution_missing_features,caution_model_market_disagreement,market_model_diff,market_prob_diagnostic,market_minus_model_diagnostic,qb_change_flag,game_type,roof,surface,weekday,div_game,log_loss,brier,correct,actual_winner,is_favorite_correct,is_underdog_correct
2019_05_JAX_CAR,2019,5,2019-10-06,JAX,CAR,34,27,7,1.0,0.6730895971722033,0.6248895709028425,CAR,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,45.6,3.2,0,0,0,0,0,-0.0355,0.6376,-0.0355,0,REG,outdoors,grass,Sunday,0,0.3959,0.1069,1,CAR,1,0
2019_11_CHI_LA,2019,11,2019-11-17,CHI,LA,17,7,10,1.0,0.6756421644611506,0.6756421644611506,LA,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,17.6,16.8,0,0,0,0,0,0.0046,0.6802,0.0046,0,REG,outdoors,grass,Sunday,0,0.3921,0.1052,1,LA,1,0
2019_03_CHI_WAS,2019,3,2019-09-23,CHI,WAS,15,31,-16,0.0,0.3240735150291519,0.3979765506630424,CHI,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-32.1,23.7,0,0,1,0,0,-0.004,0.3201,-0.004,0,REG,outdoors,grass,Monday,0,0.3917,0.105,1,CHI,0,1
2019_08_TB_TEN,2019,8,2019-10-27,TB,TEN,27,23,4,1.0,0.6787252097471655,0.6533826663245489,TEN,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-20.2,-42.0,0,0,0,0,0,-0.143,0.5358,-0.143,0,REG,outdoors,grass,Sunday,0,0.3875,0.1032,1,TEN,1,0
2019_17_OAK_DEN,2019,17,2019-12-29,OAK,DEN,16,15,1,1.0,0.6794558644777644,0.615468231557152,DEN,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,23.4,-25.4,0,0,0,0,0,-0.0094,0.6701,-0.0094,0,REG,outdoors,grass,Sunday,1,0.3865,0.1027,1,DEN,1,0
2019_17_PHI_NYG,2019,17,2019-12-29,PHI,NYG,17,34,-17,0.0,0.3198502335496334,0.3661070225125185,PHI,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-58.2,-4.3,0,0,0,0,0,0.033,0.3529,0.033,0,REG,outdoors,fieldturf,Sunday,1,0.3854,0.1023,1,PHI,0,1
2019_11_HOU_BAL,2019,11,2019-11-17,HOU,BAL,41,7,34,1.0,0.6864895351340982,0.6864895351340982,BAL,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,56.5,37.3,0,0,0,0,0,-0.0199,0.6665,-0.0199,0,REG,outdoors,grass,Sunday,0,0.3762,0.0983,1,BAL,1,0
2019_18_BUF_HOU,2019,18,2020-01-04,BUF,HOU,22,19,3,1.0,0.6886311631986606,0.6482253798086748,HOU,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,42.7,8.3,1,0,0,0,0,-0.1128,0.5758,-0.1128,1,WC,closed,grass,Saturday,0,0.373,0.097,1,HOU,1,0
2019_08_OAK_HOU,2019,8,2019-10-27,OAK,HOU,27,24,3,1.0,0.6927338035621909,0.6927338035621909,HOU,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,27.5,-22.6,0,0,0,0,0,-0.0096,0.6832,-0.0096,0,REG,closed,grass,Sunday,0,0.3671,0.0944,1,HOU,1,0
2019_08_MIA_PIT,2019,8,2019-10-28,MIA,PIT,27,14,13,1.0,0.6930447563903134,0.6930447563903134,PIT,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-43.1,-45.1,1,0,0,0,0,0.143,0.8361,0.143,1,REG,outdoors,grass,Monday,0,0.3667,0.0942,1,PIT,1,0
2019_16_CAR_IND,2019,16,2019-12-22,CAR,IND,38,6,32,1.0,0.6948068778270774,0.7176100924206658,IND,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-78.5,-20.9,1,0,0,0,0,0.0384,0.7332,0.0384,1,REG,closed,fieldturf,Sunday,0,0.3641,0.0931,1,IND,1,0
2019_03_LA_CLE,2019,3,2019-09-22,LA,CLE,13,20,-7,0.0,0.3051998179704696,0.3357704841016395,LA,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,13.5,37.9,0,0,1,0,0,0.0304,0.3356,0.0304,0,REG,outdoors,grass,Sunday,0,0.3641,0.0931,1,LA,0,1
2019_01_CIN_SEA,2019,1,2019-09-08,CIN,SEA,21,20,1,1.0,0.695889137650961,0.695889137650961,SEA,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,37.7,-2.4,0,0,1,0,0,0.0843,0.7801,0.0843,0,REG,outdoors,fieldturf,Sunday,0,0.3626,0.0925,1,SEA,1,0
2019_17_PIT_BAL,2019,17,2019-12-29,PIT,BAL,28,10,18,1.0,0.6975935725267932,0.7251175726563888,BAL,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-49.4,-16.7,1,0,0,0,1,-0.2581,0.4395,-0.2581,1,REG,outdoors,grass,Sunday,1,0.3601,0.0914,1,BAL,1,0
2019_13_OAK_KC,2019,13,2019-12-01,OAK,KC,40,9,31,1.0,0.702332768602634,0.7023327686026339,KC,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,31.6,-20.2,0,0,0,0,0,0.091,0.7933,0.091,0,REG,outdoors,astroturf,Sunday,1,0.3533,0.0886,1,KC,1,0
2019_08_DEN_IND,2019,8,2019-10-27,DEN,IND,15,13,2,1.0,0.705224517168322,0.7619824727687112,IND,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-58.3,10.6,0,0,0,0,0,-0.0201,0.6851,-0.0201,0,REG,open,fieldturf,Sunday,0,0.3492,0.0869,1,IND,1,0
2019_19_HOU_KC,2019,19,2020-01-12,HOU,KC,51,31,20,1.0,0.7068803014189895,0.7068803014189895,KC,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,54.3,46.7,0,0,0,0,0,0.0895,0.7964,0.0895,0,DIV,outdoors,astroturf,Sunday,0,0.3469,0.0859,1,KC,1,0
2019_13_LA_ARI,2019,13,2019-12-01,LA,ARI,7,34,-27,0.0,0.2925792371697822,0.3635584407336313,LA,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-41.5,16.1,0,0,0,0,0,0.1406,0.4332,0.1406,0,REG,closed,grass,Sunday,1,0.3461,0.0856,1,LA,0,1
2019_06_NO_JAX,2019,6,2019-10-13,NO,JAX,6,13,-7,0.0,0.2897662372949954,0.3294693921382941,NO,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-12.5,19.8,0,0,0,0,1,0.2782,0.5679,0.2782,0,REG,outdoors,grass,Sunday,0,0.3422,0.084,1,NO,0,1
2019_13_CHI_DET,2019,13,2019-11-28,CHI,DET,20,24,-4,0.0,0.2891096107715853,0.3325866310147465,CHI,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-20.9,14.4,1,0,0,0,0,0.0322,0.3214,0.0322,1,REG,dome,fieldturf,Thursday,1,0.3412,0.0836,1,CHI,0,1
2019_03_OAK_MIN,2019,3,2019-09-22,OAK,MIN,34,14,20,1.0,0.7114200108257982,0.7114200108257982,MIN,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,-26.0,-26.7,0,0,1,0,0,0.0666,0.778,0.0666,0,REG,dome,sportturf,Sunday,0,0.3405,0.0833,1,MIN,1,0
2019_11_NO_TB,2019,11,2019-11-17,NO,TB,17,34,-17,0.0,0.2876097403254136,0.2876097403254137,NO,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,-42.4,20.8,0,0,0,0,0,0.0345,0.3221,0.0345,0,REG,outdoors,grass,Sunday,1,0.3391,0.0827,1,NO,0,1
2019_16_JAX_ATL,2019,16,2019-12-22,JAX,ATL,24,12,12,1.0,0.7198473435102575,0.7021082793549802,ATL,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,6.5,-8.5,0,0,0,0,0,0.0162,0.7361,0.0162,0,REG,closed,fieldturf,Sunday,0,0.3287,0.0785,1,ATL,1,0
2019_12_DAL_NE,2019,12,2019-11-24,DAL,NE,13,9,4,1.0,0.7200750515488725,0.7200750515488726,NE,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,84.8,36.7,0,0,0,0,0,-0.0411,0.6789,-0.0411,0,REG,outdoors,grass,Sunday,0,0.3284,0.0784,1,NE,1,0
2019_09_SF_ARI,2019,9,2019-10-31,SF,ARI,25,28,-3,0.0,0.279145075822891,0.3427423402906661,SF,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-11.7,114.0,0,0,0,0,0,-0.0707,0.2085,-0.0707,0,REG,closed,grass,Thursday,1,0.3273,0.0779,1,SF,0,1
2019_01_NYG_DAL,2019,1,2019-09-08,NYG,DAL,35,17,18,1.0,0.7235962561286388,0.7235962561286386,DAL,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,45.0,-14.1,0,0,1,0,0,0.0133,0.7369,0.0133,0,REG,closed,fieldturf,Sunday,1,0.3235,0.0764,1,DAL,1,0
2019_02_DAL_WAS,2019,2,2019-09-15,DAL,WAS,21,31,-10,0.0,0.2761935350365706,0.3617092427890599,DAL,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-28.7,47.5,0,0,1,0,0,0.0158,0.292,0.0158,0,REG,outdoors,grass,Sunday,1,0.3232,0.0763,1,DAL,0,1
2019_16_BAL_CLE,2019,16,2019-12-22,BAL,CLE,15,31,-16,0.0,0.2713389797849801,0.2713389797849801,BAL,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,-1.8,82.4,0,0,0,0,0,-0.0352,0.2361,-0.0352,0,REG,outdoors,grass,Sunday,1,0.3165,0.0736,1,BAL,0,1
2019_08_NYJ_JAX,2019,8,2019-10-27,NYJ,JAX,29,15,14,1.0,0.7296927668940989,0.6937037557718078,JAX,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-9.5,-50.6,0,0,0,0,0,-0.0041,0.7256,-0.0041,0,REG,outdoors,grass,Sunday,0,0.3151,0.0731,1,JAX,1,0
2019_17_ARI_LA,2019,17,2019-12-29,ARI,LA,31,24,7,1.0,0.7308923457082479,0.688120349839398,LA,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,13.2,-22.9,0,0,0,0,0,-0.021,0.7099,-0.021,0,REG,outdoors,grass,Sunday,1,0.3135,0.0724,1,LA,1,0
2019_13_SF_BAL,2019,13,2019-12-01,SF,BAL,20,17,3,1.0,0.7317065051236745,0.7317065051236744,BAL,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,69.8,111.3,0,0,0,0,0,-0.0435,0.6883,-0.0435,0,REG,outdoors,grass,Sunday,0,0.3124,0.072,1,BAL,1,0
2019_20_TEN_KC,2019,20,2020-01-19,TEN,KC,35,24,11,1.0,0.7324157875313945,0.6802195551942516,KC,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,58.5,-3.8,0,0,0,0,0,0.0161,0.7485,0.0161,0,CON,outdoors,astroturf,Sunday,0,0.3114,0.0716,1,KC,1,0
2019_03_CIN_BUF,2019,3,2019-09-22,CIN,BUF,21,17,4,1.0,0.7358231263242253,0.7334665703633844,BUF,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-4.7,-6.8,0,0,1,0,0,-0.0397,0.6961,-0.0397,0,REG,outdoors,astroturf,Sunday,0,0.3068,0.0698,1,BUF,1,0
2019_12_MIA_CLE,2019,12,2019-11-24,MIA,CLE,41,24,17,1.0,0.7407181985969467,0.6876030352744996,CLE,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,5.3,-42.1,0,0,0,0,0,0.0509,0.7916,0.0509,0,REG,outdoors,grass,Sunday,0,0.3001,0.0672,1,CLE,1,0
2019_12_DEN_BUF,2019,12,2019-11-24,DEN,BUF,20,3,17,1.0,0.7411597398504712,0.726546529264816,BUF,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,0.1,-12.9,0,0,0,0,0,-0.1023,0.6389,-0.1023,0,REG,outdoors,astroturf,Sunday,0,0.2995,0.067,1,BUF,1,0
2019_01_WAS_PHI,2019,1,2019-09-08,WAS,PHI,32,27,5,1.0,0.7418129166656997,0.7082186737233286,PHI,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,3.8,-25.5,0,0,1,0,0,0.061,0.8028,0.061,0,REG,outdoors,grass,Sunday,1,0.2987,0.0667,1,PHI,1,0
2019_03_DEN_GB,2019,3,2019-09-22,DEN,GB,27,16,11,1.0,0.7444283513604463,0.7254840245442727,GB,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,27.9,11.0,0,0,1,0,0,-0.0012,0.7432,-0.0012,0,REG,outdoors,grass,Sunday,0,0.2951,0.0653,1,GB,1,0
2019_10_DET_CHI,2019,10,2019-11-10,DET,CHI,20,13,7,1.0,0.7506588166610829,0.6913091623267399,CHI,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,11.4,-57.4,1,0,0,0,0,-0.041,0.7097,-0.041,1,REG,outdoors,grass,Sunday,1,0.2868,0.0622,1,CHI,1,0
2019_11_DEN_MIN,2019,11,2019-11-17,DEN,MIN,27,23,4,1.0,0.75469476692683,0.7685907855853011,MIN,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-14.5,-1.2,0,0,0,0,0,0.0255,0.7802,0.0255,0,REG,dome,sportturf,Sunday,0,0.2814,0.0602,1,MIN,1,0
2019_14_CIN_CLE,2019,14,2019-12-08,CIN,CLE,27,19,8,1.0,0.7552844361167453,0.7552844361167453,CLE,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,3.8,-14.8,0,0,0,0,0,-0.0464,0.7089,-0.0464,0,REG,outdoors,grass,Sunday,1,0.2807,0.0599,1,CLE,1,0
2019_07_SF_WAS,2019,7,2019-10-20,SF,WAS,0,9,-9,0.0,0.2441614189865886,0.3314315573045621,SF,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-34.4,103.7,0,0,0,0,0,-0.0287,0.2155,-0.0287,0,REG,outdoors,grass,Sunday,0,0.2799,0.0596,1,SF,0,1
2019_09_DAL_NYG,2019,9,2019-11-04,DAL,NYG,18,37,-19,0.0,0.24394302590924,0.3316795181403891,DAL,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-38.5,36.3,0,0,0,0,0,0.0296,0.2735,0.0296,0,REG,outdoors,fieldturf,Monday,1,0.2796,0.0595,1,DAL,0,1
2019_15_IND_NO,2019,15,2019-12-16,IND,NO,34,7,27,1.0,0.7569170192693304,0.7569170192693304,NO,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,20.9,-75.0,0,0,0,0,0,0.0093,0.7663,0.0093,0,REG,dome,astroturf,Monday,0,0.2785,0.0591,1,NO,1,0
2019_16_DET_DEN,2019,16,2019-12-22,DET,DEN,27,17,10,1.0,0.7576425420057954,0.697834696234706,DEN,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,12.6,-59.4,0,0,0,0,0,0.0183,0.776,0.0183,0,REG,outdoors,grass,Sunday,0,0.2775,0.0587,1,DEN,1,0
2019_04_LAC_MIA,2019,4,2019-09-29,LAC,MIA,10,30,-20,0.0,0.2416686267060581,0.2807134351831768,LAC,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-79.9,-4.8,0,0,1,0,0,-0.1036,0.138,-0.1036,0,REG,outdoors,grass,Sunday,0,0.2766,0.0584,1,LAC,0,1
2019_04_SEA_ARI,2019,4,2019-09-29,SEA,ARI,10,27,-17,0.0,0.232584131517983,0.3220870359985532,SEA,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-46.6,38.1,0,0,1,0,0,0.0823,0.3149,0.0823,0,REG,closed,grass,Sunday,1,0.2647,0.0541,1,SEA,0,1
2019_14_PIT_ARI,2019,14,2019-12-08,PIT,ARI,17,23,-6,0.0,0.2307958736424903,0.2922794306950459,PIT,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-49.3,15.5,0,0,0,0,1,0.2183,0.4491,0.2183,0,REG,closed,grass,Sunday,0,0.2624,0.0533,1,PIT,0,1
2019_08_ARI_NO,2019,8,2019-10-27,ARI,NO,31,9,22,1.0,0.7704405677317305,0.741916151958286,NO,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,22.4,-4.5,1,0,0,0,0,0.0597,0.8302,0.0597,1,REG,dome,astroturf,Sunday,0,0.2608,0.0527,1,NO,1,0
2019_12_CAR_NO,2019,12,2019-11-24,CAR,NO,34,31,3,1.0,0.7708715756986001,0.7765156367486602,NO,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,21.4,27.0,0,0,0,0,0,0.0246,0.7955,0.0246,0,REG,dome,astroturf,Sunday,1,0.2602,0.0525,1,NO,1,0
2019_15_SEA_CAR,2019,15,2019-12-15,SEA,CAR,24,30,-6,0.0,0.2282330452911077,0.2848140080364253,SEA,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-11.7,44.0,0,0,0,0,0,0.0774,0.3057,0.0774,0,REG,outdoors,grass,Sunday,0,0.2591,0.0521,1,SEA,0,1
2019_15_NE_CIN,2019,15,2019-12-15,NE,CIN,13,34,-21,0.0,0.2274626413819887,0.2274626413819887,NE,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,-16.3,81.9,0,0,0,0,0,-0.026,0.2015,-0.026,0,REG,outdoors,grass,Sunday,0,0.2581,0.0517,1,NE,0,1
2019_09_TB_SEA,2019,9,2019-11-03,TB,SEA,40,34,6,1.0,0.7786619753645975,0.7786619753645975,SEA,70-80,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,41.0,-45.2,0,0,0,0,0,-0.1202,0.6584,-0.1202,0,REG,outdoors,fieldturf,Sunday,0,0.2502,0.049,1,SEA,1,0
2019_12_PIT_CIN,2019,12,2019-11-24,PIT,CIN,10,16,-6,0.0,0.2208636704461374,0.2449112904786893,PIT,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-39.6,-16.2,0,0,0,0,0,0.1049,0.3257,0.1049,0,REG,outdoors,grass,Sunday,1,0.2496,0.0488,1,PIT,0,1
